7,205,0,100,1,0,0,0
7,246,0,100,1,0,0,0
7,287,0,100,1,0,0,0
7,328,0,100,1,0,0,0
7,369,0,100,1,0,0,0
7,410,0,100,1,0,0,0
7,451,0,100,1,0,0,0
7,492,0,100,1,0,0,0
7,533,0,100,1,0,0,0
7,574,0,100,1,0,0,0
7,615,0,100,1,0,0,0
7,656,0,100,1,0,0,0
7,697,0,100,1,0,0,0
7,738,0,100,1,0,0,0
7,779,0,100,1,0,0,0
7,820,0,100,1,0,0,0
7,861,0,100,1,0,0,0
7,902,0,100,1,0,0,0
7,943,0,100,1,0,0,0
7,984,0,100,1,0,0,0
7,1025,0,100,1,0,0,0
7,1066,0,100,1,0,0,0
7,1107,0,100,1,0,0,0
7,1148,0,100,1,0,0,0
7,1189,0,100,1,0,0,0
7,1230,0,100,1,0,0,0
7,1271,0,100,1,0,0,0
7,1312,0,100,1,0,0,0
7,1353,0,100,1,0,0,0
7,1394,0,100,1,0,0,0
7,1435,0,100,1,0,0,0
7,1476,0,100,1,0,0,0
7,1517,0,100,1,0,0,0
7,1558,0,100,1,0,0,0
7,1599,0,100,1,0,0,0
7,1640,0,100,1,0,0,0
7,1681,0,100,1,0,0,0
7,1722,0,100,1,0,0,0
7,1763,0,100,1,0,0,0
7,1804,0,100,1,0,0,0
7,1845,0,100,1,0,0,0
7,1886,0,100,1,0,0,0
7,1927,0,100,1,0,0,0
7,1968,0,100,1,0,0,0
7,2009,0,100,1,0,0,0
7,2050,0,100,1,0,0,0
7,2091,0,100,1,0,0,0
7,2132,0,100,1,0,0,0
7,2173,0,100,1,0,0,0
7,2214,0,100,1,0,0,0
7,2255,0,100,1,0,0,0
7,2296,0,100,1,0,0,0
7,2337,0,100,1,0,0,0
7,2378,0,100,1,0,0,0
7,2419,0,100,1,0,0,0
7,2460,0,100,1,0,0,0
7,2457,0,100,1,0,0,0
7,2416,0,100,1,0,0,0
7,2375,0,100,1,0,0,0
7,2334,0,100,1,0,0,0
7,2293,0,100,1,0,0,0
7,2252,0,100,1,0,0,0
